,sigmaritan,artistName,trackName,msPlayed,duration,minutes
138214,vasile_papaluta,Prismo,Solo,183755,183755.0,3.0625833333333334
138215,alex_clefos,Prismo,Solo,183755,183755.0,3.0625833333333334
138224,elena_timbur,Sabrina Carpenter,Take Off All Your Cool,183755,183755.0,3.0625833333333334
138242,vasile_papaluta,Lesha Svik,Инсомния,183750,183750.0,3.0625
138244,vladimir_stojoc,Bcalm,Anemone,183750,183750.0,3.0625
138245,vasile_papaluta,The Chainsmokers,#SELFIE,183750,183750.0,3.0625
138248,arina_coroliuc,Gary Jules,I Want You to Want Me,183738,183739.0,3.062316666666667
138249,vasile_papaluta,Demeter,Ya Lame,183738,183738.0,3.0623
138250,eduard_balamatiuc,Demeter,Ya Lame,183738,183738.0,3.0623
138260,arina_coroliuc,Mae Muller,Therapist,183726,183727.0,3.062116666666667
138262,vasile_papaluta,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),183725,183726.0,3.0621
138265,eduard_balamatiuc,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),176082,183726.0,3.0621
138268,arina_coroliuc,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),183725,183726.0,3.0621
138273,elena_timbur,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),183725,183726.0,3.0621
138302,vasile_papaluta,Unknown Brain,Fired Up,183692,183692.0,3.061533333333333
138305,vasile_papaluta,Thomas Mraz,Успех,183692,183692.0,3.061533333333333
138307,vasile_papaluta,Florian Rus,Cel mai lung drum - Radio Edit,183673,183673.0,3.0612166666666667
138313,andreea_covalevschi,Nina Simone,Work Song,183666,183667.0,3.0611166666666665
138320,nicolae_gherman,Richard Wagner,Die Walküre: Ride of the Valkyries,299626,183667.0,3.0611166666666665
138333,arina_coroliuc,Richard Wagner,"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries",183666,183667.0,3.0611166666666665
138363,nicolae_dubenco,Sixteen666,Since Six,183663,183663.0,3.06105
138366,vasile_papaluta,Ahzee,Eyes Closed - Original Mix,183656,183656.0,3.0609333333333333
138369,vasile_papaluta,The Chainsmokers,Call You Mine (feat. Bebe Rexha) - Asketa & Natan Chaim Remix,174169,183653.0,3.0608833333333334
138370,nicolae_gherman,Ghostly Kisses,Stay,183653,183653.0,3.0608833333333334
138371,vasile_papaluta,Anton Fargau Petrini,Aurora,183640,183641.0,3.0606833333333334
138373,irina_tiora,Tornike Kipiani,You,183640,183640.0,3.0606666666666666
138374,nicolae_gherman,Motörhead,In the Name of Tragedy,183640,183640.0,3.0606666666666666
138375,vasile_papaluta,Oh The Larceny,Making Moves,183636,183636.0,3.0606
138396,vladimir_stojoc,JP Cooper,Passport Home - Piano Acoustic,183635,183636.0,3.0606
138397,arina_coroliuc,Guy Sebastian,Love On Display,183632,183632.0,3.0605333333333333
138398,eduard_balamatiuc,Duncan Laurence,Arcade,183624,183624.0,3.0604
138401,arina_coroliuc,Duncan Laurence,Arcade,185146,183624.0,3.0604
138413,vlada_pulbere,Duncan Laurence,Arcade,183624,183624.0,3.0604
138452,vasile_papaluta,Duncan Laurence,Arcade,183624,183624.0,3.0604
138541,elena_timbur,Duncan Laurence,Arcade,184937,183624.0,3.0604
138557,nicolae_dubenco,Duncan Laurence,Arcade,358015,183624.0,3.0604
138565,vasile_papaluta,Mozzy,Real Ones (feat. Roddy Ricch),183610,183611.0,3.0601833333333333
138566,vasile_papaluta,Royal Blood,Figure It Out,183602,183602.0,3.060033333333333
138570,denis_smocvin,Royal Blood,Figure It Out,183602,183602.0,3.060033333333333
138574,marius_sclearuc,Royal Blood,Figure It Out,176252,183602.0,3.060033333333333
138575,andreea_covalevschi,D.R.I.,Labeled Uncurable,183600,183600.0,3.06
138577,andreea_covalevschi,E-An-Na,Floare de Fier,183587,183587.0,3.0597833333333333
138578,vasile_papaluta,ItaloBrothers,Summer Air,183587,183587.0,3.0597833333333333
138651,marius_sclearuc,Parazitii,Unu Pentru Toți,183586,183587.0,3.0597833333333333
138666,nicolae_gherman,BROCKHAMPTON,MICHIGAN,183562,183562.0,3.0593666666666666
138667,nicolae_gherman,Gustavo Santaolalla,The Last of Us,183533,183533.0,3.058883333333333
138668,irina_tiora,Poor Mans Poison,Providence,183533,183533.0,3.058883333333333
138672,irina_tiora,Gustavo Santaolalla,The Last of Us,183533,183533.0,3.058883333333333
138673,vasile_papaluta,NEFFEX,IT'S ONLY WORTH IT IF YOU WORK FOR IT,183529,183529.0,3.0588166666666665
138677,eduard_balamatiuc,Cardi B,Money,183527,183527.0,3.0587833333333334
138681,vasile_papaluta,Cardi B,Money,183527,183527.0,3.0587833333333334
138692,nicolae_gherman,Oxxxymiron,Тень,183522,183523.0,3.0587166666666668
138718,irina_tiora,Laffey,Beyond,183521,183522.0,3.0587
138719,elena_timbur,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair,183506,183507.0,3.05845
138720,andreea_covalevschi,John Parish,Urn With Dead Flowers In A Drained Pool,183484,183484.0,3.0580666666666665
138726,vasile_papaluta,ChewieCatt,Kings on Top,183484,183484.0,3.0580666666666665
138736,andreea_covalevschi,Necro,Watch Your Back,187920,183480.0,3.058
138754,vladimir_stojoc,No Spirit,In The Grass,183478,183478.0,3.0579666666666667
138756,denis_smocvin,Against The Current,shatter,183464,183465.0,3.05775
138762,denis_smocvin,State Champs,Stitches,183440,183440.0,3.0573333333333332
138763,arina_coroliuc,Elton John,I'm Still Standing,183440,183440.0,3.0573333333333332
138764,elena_timbur,Elton John,I'm Still Standing,183440,183440.0,3.0573333333333332
138766,nicolae_dubenco,By Индия,нарисуй,183437,183438.0,3.0573
138767,vasile_papaluta,NEFFEX,I Just Wanna Be Great,183428,183429.0,3.05715
138772,arina_coroliuc,Jax,Like My Father,183428,183429.0,3.05715
138777,vasile_papaluta,KIKESA,Toujours en retard,183428,183428.0,3.0571333333333333
138779,vasile_papaluta,HARU,Ракета,183414,183415.0,3.0569166666666665
138780,vasile_papaluta,Markul,Худший друг,183391,183391.0,3.0565166666666665
138782,nicolae_gherman,The Strokes,Someday,183573,183391.0,3.0565166666666665
138783,vladimir_stojoc,Magpie Jazz Trio,New Hampshire,183391,183391.0,3.0565166666666665
138795,vasile_papaluta,Skryptonite,Маленькие ублюдки,183386,183387.0,3.05645
138797,eduard_balamatiuc,LXST CXNTURY,AMISS,183383,183384.0,3.0564
138798,arina_coroliuc,Mills,Hollow,183379,183379.0,3.0563166666666666
138799,lavinia_spinu,Dwin,Cityyyyyy Lifeee,183370,183370.0,3.0561666666666665
138800,vasile_papaluta,Nightcore Reality,Courtesy Call,183348,183348.0,3.0558
138804,vasile_papaluta,Craig David,I Know You (feat. Bastille) - Vigiland Remix,173347,183345.0,3.05575
138810,vasile_papaluta,From Ashes to New,What I Get,183333,183333.0,3.05555
138811,nicolae_gherman,Wale,Poke It Out (feat. J. Cole),183333,183333.0,3.05555
138813,andreea_covalevschi,The Kills,Night Train,185306,183308.0,3.0551333333333335
138814,andreea_covalevschi,The Kills,Night Train - Remastered 2020,183308,183308.0,3.0551333333333335
138833,vladimir_stojoc,LeTai,Маятник,183307,183307.0,3.0551166666666667
138839,vasile_papaluta,Lil Keed,Snake,183306,183307.0,3.0551166666666667
138848,arina_coroliuc,Ina Wroldsen,Forgive or Forget,185869,183307.0,3.0551166666666667
138868,nicolae_gherman,Kanye West,New Again,183296,183297.0,3.05495
138869,arina_coroliuc,LARI LUKE,On Top Of The World (feat. PollyAnna),183295,183296.0,3.0549333333333335
138870,alex_clefos,Spoken,Shadow Over Me,183293,183293.0,3.054883333333333
138909,irina_tiora,Poor Mans Poison,Feed the Machine,183288,183289.0,3.0548166666666665
138910,arina_coroliuc,Nochnye Snaipery,разбуди меня,183271,183272.0,3.0545333333333335
138912,vasile_papaluta,Stray Kids,Thunderous,183266,183267.0,3.05445
138913,elena_timbur,Arctic Monkeys,Too Much To Ask,183253,183253.0,3.0542166666666666
138914,vladimir_stojoc,Lil Nas X,AM I DREAMING (feat. Miley Cyrus),183241,183241.0,3.0540166666666666
138915,vlada_pulbere,Emmelie de Forest,Only Teardrops,183240,183240.0,3.054
138927,marius_sclearuc,If These Trees Could Talk,Aleutian Clouds,183239,183240.0,3.054
138931,elena_timbur,margø,the other side,183230,183231.0,3.05385
138932,nicolae_gherman,BROCKHAMPTON,JEREMIAH - ORIGINAL,183226,183227.0,3.0537833333333335
138934,arina_coroliuc,Jena Rose,Checkmate,183225,183226.0,3.0537666666666667
138935,vasile_papaluta,BILIK,X-Ray,183217,183217.0,3.0536166666666666
138958,arina_coroliuc,SICKOTOY,You Don’t Love Me,183214,183214.0,3.0535666666666668
138960,vasile_papaluta,The Ready Set,Killer,183200,183200.0,3.0533333333333332
138966,vasile_papaluta,Klepac,One Day,183196,183197.0,3.0532833333333333
138968,elena_timbur,Sia,I'm In Here,221193,183187.0,3.0531166666666665
138969,arina_coroliuc,Dagny,Come Over,183186,183187.0,3.0531166666666665
138970,eduard_balamatiuc,New Rules,Emily,183179,183180.0,3.053
138971,nicolae_dubenco,Syava,Без повода,183164,183164.0,3.0527333333333333
138973,vladimir_stojoc,Zmeyev,Blossom,183162,183162.0,3.0527
138976,nicolae_gherman,Vince Staples,Norf Norf,183160,183160.0,3.0526666666666666
138978,nicolae_dubenco,Гиббон Аи-2,Дым дурмана,176464,183158.0,3.0526333333333335
138980,vasile_papaluta,Green Day,Nuclear Family,183146,183147.0,3.05245
138982,arina_coroliuc,maNga,We Could Be The Same - Istanbul,183136,183137.0,3.0522833333333335
138983,irina_tiora,The Parlor Mob,Someday,183123,183124.0,3.0520666666666667
138984,nicolae_gherman,A$AP Rocky,Kids Turned Out Fine,183120,183120.0,3.052
138985,vasile_papaluta,The Vamps,Shivers,183120,183120.0,3.052
138988,vasile_papaluta,City Wolf,Want Some More,183111,183111.0,3.05185
138990,vasile_papaluta,Tape Machines,No Sugar Coated Love (oomiee Remix),183108,183109.0,3.051816666666667
139002,eduard_balamatiuc,Natalie Taylor,Surrender,183103,183103.0,3.0517166666666666
139009,arina_coroliuc,Natalie Taylor,Surrender,183103,183103.0,3.0517166666666666
139024,vasile_papaluta,Markul,Fata Morgana,183094,183094.0,3.0515666666666665
139025,nicolae_dubenco,Markul,Fata Morgana,171031,183094.0,3.0515666666666665
139041,vlada_pulbere,Alexander Rybak,Fairytale,182600,183093.0,3.05155
139043,nicolae_gherman,Lee Dorsey,Give It Up,183093,183093.0,3.05155
139044,nicolae_gherman,Kings of Leon,Waste A Moment,183093,183093.0,3.05155
139045,marius_sclearuc,Kings of Leon,Waste A Moment,183093,183093.0,3.05155
139048,arina_coroliuc,Alexander Rybak,Fairytale,183093,183093.0,3.05155
139055,elena_timbur,Alexander Rybak,Fairytale,183093,183093.0,3.05155
139073,vasile_papaluta,Kings of Leon,Waste A Moment,183093,183093.0,3.05155
139083,arina_coroliuc,Nathan Goshen,Thinking About It (Let It Go) - KVR Remix,183093,183093.0,3.05155
139090,marius_sclearuc,The Boxer Rebellion,Step Out of the Car,183090,183091.0,3.0515166666666667
139094,vasile_papaluta,TELYKast,Unbreakable (with Sam Gray),171760,183091.0,3.0515166666666667
139098,eduard_balamatiuc,TELYKast,Unbreakable (with Sam Gray),171535,183091.0,3.0515166666666667
139173,nicolae_dubenco,T3NZU,War,183080,183080.0,3.0513333333333335
139174,vlada_pulbere,Roundrobin,Make It Home,183076,183077.0,3.051283333333333
139175,arina_coroliuc,Roundrobin,Make It Home,183067,183077.0,3.051283333333333
139178,elena_timbur,Conan Gray,Overdrive,183007,183070.0,3.0511666666666666
139179,vasile_papaluta,Kygo,Like It Is,183067,183067.0,3.0511166666666667
139180,nicolae_gherman,Aitch,Rain,183065,183066.0,3.0511
139183,nicolae_dubenco,KALUMA,Ocean Drive,183056,183056.0,3.0509333333333335
139185,vasile_papaluta,Alpine Universe,Helios (Burn Me to the Sky),183034,183034.0,3.0505666666666666
139213,vasile_papaluta,Ava Max,So Am I,183026,183027.0,3.05045
139218,arina_coroliuc,Ava Max,So Am I,183026,183027.0,3.05045
139233,eduard_balamatiuc,Ava Max,So Am I,183026,183027.0,3.05045
139327,elena_timbur,Ava Max,So Am I,182819,183027.0,3.05045
139328,vasile_papaluta,Dastic,Dancing in the Moonlight,183013,183014.0,3.0502333333333334
139330,vlada_pulbere,Aidan Bissett,More Than Friends,183012,183012.0,3.0502
139338,vasile_papaluta,Lil Baby,Woah,183011,183011.0,3.0501833333333335
139339,vasile_papaluta,Unknown Brain,War Zone,183007,183008.0,3.050133333333333
139564,andreea_covalevschi,JFA,Fortune Favors The Brave,183000,183000.0,3.05
139565,vasile_papaluta,NEFFEX,Immortal,183000,183000.0,3.05
139566,denis_smocvin,Noize MC,Голос & струны (Орфей),183000,183000.0,3.05
139567,arina_coroliuc,Florian Rus,Pură ficțiune,183000,183000.0,3.05
139568,vladimir_stojoc,xander.,Somber,183000,183000.0,3.05
139570,vasile_papaluta,Florian Rus,Pură ficțiune,183000,183000.0,3.05
139572,vasile_papaluta,Arrested Youth,The Kid I Used to Know - WiDE AWAKE Remix,183000,183000.0,3.05
139585,elena_timbur,Jonas Brothers,Only Human,182804,183000.0,3.05
139587,vasile_papaluta,Rex Orange County,KEEP IT UP,183000,183000.0,3.05
139596,arina_coroliuc,Pyotr Ilyich Tchaikovsky,"Swan Lake (Suite), Op. 20a, TH. 219: I. Scene - Swan Theme",183000,183000.0,3.05
139603,arina_coroliuc,Felix Jaehn,Bonfire (feat. ALMA),183000,183000.0,3.05
139605,arina_coroliuc,Johnny Orlando,Adelaide,182994,182994.0,3.0499
139607,andreea_covalevschi,The Kills,Superpowerless - Remastered 2020,182988,182988.0,3.0498
139609,vasile_papaluta,Levan Gorozia,Шторм,182982,182983.0,3.049716666666667
139610,vasile_papaluta,Timati,Циник,182973,182973.0,3.04955
139611,nicolae_gherman,Alternosfera,Picaj,182960,182960.0,3.0493333333333332
139620,marius_sclearuc,Alternosfera,Picaj,165033,182960.0,3.0493333333333332
139633,vladimir_stojoc,BLACKPINK,How You Like That,182956,182956.0,3.0492666666666666
139634,vasile_papaluta,BLACKPINK,How You Like That,182956,182956.0,3.0492666666666666
139635,eduard_balamatiuc,BLACKPINK,How You Like That,182956,182956.0,3.0492666666666666
139719,elena_timbur,BLACKPINK,How You Like That,182925,182956.0,3.0492666666666666
139837,vasile_papaluta,Bhaskar,Feel Your Love,182950,182951.0,3.049183333333333
139842,andreea_covalevschi,Nick Cave & The Bad Seeds,"Black Hair - Live at Alexandra Palace, 2020",182946,182947.0,3.0491166666666665
139843,vasile_papaluta,Justin Bieber,Mistletoe,182946,182947.0,3.0491166666666665
139845,arina_coroliuc,Justin Bieber,Mistletoe,182946,182947.0,3.0491166666666665
139847,elena_timbur,Justin Bieber,Mistletoe,182714,182947.0,3.0491166666666665
139851,arina_coroliuc,Chelsea Collins,07 Britney,182915,182915.0,3.048583333333333
139852,vasile_papaluta,GAYLE,abc (The Wild Remix),182903,182903.0,3.0483833333333332
139854,elena_timbur,GAYLE,abc (The Wild Remix),178496,182903.0,3.0483833333333332
139856,elena_timbur,EMM,End,182900,182900.0,3.0483333333333333
139857,eduard_balamatiuc,Ylona Garcia,Entertain Me,182893,182893.0,3.048216666666667
139860,vasile_papaluta,Green Day,Ordinary World,182893,182893.0,3.048216666666667
139884,eduard_balamatiuc,Pop Smoke,Brother Man,171508,182880.0,3.048
139891,vasile_papaluta,One Direction,Kiss You,182866,182867.0,3.0477833333333333
139896,arina_coroliuc,Olivia O'Brien,NOW,182866,182867.0,3.0477833333333333
139899,vasile_papaluta,Money Man,24 (feat. Lil Baby),182857,182857.0,3.047616666666667
139907,eduard_balamatiuc,Markul,Zima Blue,182857,182857.0,3.047616666666667
139909,vasile_papaluta,Markul,Zima Blue,182857,182857.0,3.047616666666667
139910,arina_coroliuc,Justin Wellington,Iko Iko (My Bestie),182857,182857.0,3.047616666666667
139911,vasile_papaluta,Justin Wellington,Iko Iko (My Bestie),182857,182857.0,3.047616666666667
139940,vasile_papaluta,Fearless Motivation,Be Bold (Motivational Speech),182856,182856.0,3.0476
139944,andreea_covalevschi,Andy Williams,"Speak Softly Love - Love Theme from ""The Godfather""",179693,182840.0,3.0473333333333334
139946,vasile_papaluta,All Time Low,"Dear Maria, Count Me In",182826,182827.0,3.0471166666666667
139947,vasile_papaluta,Barry Hudson-Taylor,Encounters of A Different Kind,182817,182817.0,3.04695
139948,arina_coroliuc,Alec Benjamin,The Way You Felt,182810,182810.0,3.0468333333333333
139953,irina_tiora,Blas Cantó,Voy a quedarme,182807,182808.0,3.0468
139954,denis_smocvin,Noize MC,Миокард,182800,182800.0,3.046666666666667
139956,vasile_papaluta,Steve Kroeger,Lights,182769,182769.0,3.04615
139957,vasile_papaluta,Black Hydra,Legend,182769,182769.0,3.04615
139968,nicolae_gherman,David Zowie,House Every Weekend - Radio Edit,182767,182767.0,3.046116666666667
139981,marius_purici,Siine,Be Free With Me,182750,182750.0,3.0458333333333334
139982,vasile_papaluta,Execute,Du bist ein Soldat,182745,182746.0,3.0457666666666667
139993,nicolae_gherman,Dave,Funky Friday,182741,182741.0,3.0456833333333333
139994,vasile_papaluta,Fearless Motivation,Rise Up (Motivational Speech),182736,182736.0,3.0456
140060,nicolae_gherman,The Ink Spots,Maybe,182733,182733.0,3.04555
140062,andreea_covalevschi,The Rolling Stones,Honky Tonk Women,182706,182707.0,3.0451166666666665
140077,vasile_papaluta,Lil Uzi Vert,XO Tour Llif3,182706,182707.0,3.0451166666666665
140083,nicolae_dubenco,Lil Uzi Vert,XO Tour Llif3,181282,182707.0,3.0451166666666665
140092,arina_coroliuc,Pascal Letoublon,Friendships (Lost My Love),182700,182700.0,3.045
140093,vasile_papaluta,Pascal Letoublon,Friendships (Lost My Love),182700,182700.0,3.045
140095,elena_timbur,5 Seconds of Summer,Thin White Lies,182590,182698.0,3.044966666666667
140096,denis_smocvin,Paramore,Hard Times,182693,182693.0,3.0448833333333334
140097,vladimir_stojoc,Towerz,Distant Thoughts,182692,182692.0,3.0448666666666666
140098,vladimir_stojoc,Tenno,Komorebi,182686,182687.0,3.044783333333333
140099,arina_coroliuc,Andra,Shukar,182680,182680.0,3.0446666666666666
140100,nicolae_gherman,The Doors,Moonlight Drive - New Stereo Mix,182680,182680.0,3.0446666666666666
140102,arina_coroliuc,Nessa Barrett,counting crimes,182676,182676.0,3.0446
140103,arina_coroliuc,Jillian Wasser,Verlorene Liebe,182668,182668.0,3.0444666666666667
140104,vasile_papaluta,(G)I-DLE,EMPIRE - Korean Version,182666,182667.0,3.04445
140105,vasile_papaluta,(G)I-DLE,EMPIRE - English Version,182666,182667.0,3.04445
140106,vasile_papaluta,(G)I-DLE,EMPIRE,182666,182667.0,3.04445
140107,vasile_papaluta,(G)I-DLE,EMPIRE - Instrumental,182666,182667.0,3.04445
140108,nicolae_gherman,Husky,Панелька,182666,182667.0,3.04445
140114,andreea_covalevschi,Neurosis,Reasons to Hide,182666,182667.0,3.04445
140119,arina_coroliuc,Bing Crosby,Silver Bells,182666,182667.0,3.04445
140149,elena_timbur,Meghan Trainor,Lips Are Movin,182606,182667.0,3.04445
140170,arina_coroliuc,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182653,182654.0,3.044233333333333
140171,vasile_papaluta,SAINT PHNX,Deadmen,182643,182643.0,3.04405
140172,marius_sclearuc,Eminem,In Your Head,182640,182640.0,3.044
140173,arina_coroliuc,Teddy Adhitya,Just You,182633,182634.0,3.0439
140174,vasile_papaluta,MARYJANEDANIEL,Astronaut in the Ocean - Metal Version,182624,182625.0,3.04375
140182,arina_coroliuc,Ellie Goulding,Close To Me,182626,182623.0,3.0437166666666666
140183,denis_smocvin,Two Feet,Think I'm Crazy,182619,182619.0,3.04365
140186,vlada_pulbere,Two Feet,Think I'm Crazy,182619,182619.0,3.04365
140188,elena_timbur,SLF,"18 ANNI (feat. MV Killa, Geolier, Fabri Fibra)",182608,182609.0,3.0434833333333335
140189,vasile_papaluta,Konfuz,Море волнуется раз,182608,182609.0,3.0434833333333335
140190,marius_purici,Ron Gelinas,Equinox,182608,182609.0,3.0434833333333335
140191,andreea_covalevschi,Nina Simone,Whatever I Am (You Made Me),182600,182600.0,3.0433333333333334
140193,vasile_papaluta,Poppy,BLOODMONEY,182598,182599.0,3.0433166666666667
140197,nicolae_gherman,THEY.,Dante's Creek,182219,182594.0,3.0432333333333332
140206,nicolae_gherman,JID,Mounted Up,182582,182582.0,3.0430333333333333
140207,vasile_papaluta,EBEN,Fight Back,182580,182580.0,3.043
140208,marius_purici,Lvly,Catching Fire,182573,182574.0,3.0429
140213,marius_purici,Nurminsky,Ауфф,182571,182571.0,3.04285
140220,vasile_papaluta,Arcando,All The Right Moves,182561,182562.0,3.0427
140235,irina_tiora,Go_A,Шум - Radio Edit,182555,182555.0,3.0425833333333334
140236,vasile_papaluta,Tommee Profitt,Rebel Renegade,182542,182542.0,3.0423666666666667
140244,arina_coroliuc,Katy Perry,Cozy Little Christmas,182520,182521.0,3.0420166666666666
140246,vasile_papaluta,Katy Perry,Cozy Little Christmas,182520,182521.0,3.0420166666666666
140247,irina_tiora,Salvatore Adamo,Tombe la neige,177058,182520.0,3.042
140248,nicolae_gherman,Denzel Curry,AUTOMATIC,182520,182520.0,3.042
140249,vasile_papaluta,Spike,Tango,182520,182520.0,3.042
140251,arina_coroliuc,Braaten,Dancing On My Own,182513,182513.0,3.0418833333333333
140252,vasile_papaluta,Fearless Motivation,They Won't Know (Motivational Speech),182508,182509.0,3.0418166666666666
140256,andreea_covalevschi,The Garden,Sneaky Devil,182500,182500.0,3.0416666666666665
140257,arina_coroliuc,Brielle De Villiers,Marée,182500,182500.0,3.0416666666666665
140259,arina_coroliuc,Sandro Cavazza,Lean On Me,182497,182497.0,3.0416166666666666
140260,elena_timbur,Demi Lovato,Mad World,182403,182486.0,3.0414333333333334
140262,vasile_papaluta,Hippo Campus,Semi Pro,182475,182476.0,3.0412666666666666
140264,vasile_papaluta,Layto,Little Poor Me - Vosai Remix,182475,182475.0,3.04125
140497,nicolae_gherman,Alabama Shakes,Sound & Color,182466,182467.0,3.0411166666666665
140505,vasile_papaluta,From Ashes to New,The Last Time,182461,182462.0,3.0410333333333335
140508,vasile_papaluta,3GUNZ,Mood,182460,182461.0,3.0410166666666667
140520,arina_coroliuc,Okean Elzy,Як довго,180856,182443.0,3.0407166666666665
140521,marius_purici,Nurminsky,Валим,182441,182441.0,3.0406833333333334
140532,vasile_papaluta,Martin Vide,I Need a Doctor,182440,182440.0,3.0406666666666666
140591,vlada_pulbere,girl in red,Serotonin,182426,182426.0,3.0404333333333335
140593,vladimir_stojoc,BVG,Insomnia,182421,182422.0,3.040366666666667
140594,vasile_papaluta,Unknown Brain,Inspiration,182416,182417.0,3.0402833333333334
140598,nicolae_gherman,OBLADAET,1 000 000,182415,182416.0,3.0402666666666667
140600,irina_tiora,Druha Rika,Назавжди - НаНаМаНа,247936,182413.0,3.040216666666667
140610,vladimir_stojoc,кис-кис,мальчик,182410,182411.0,3.0401833333333332
140613,vasile_papaluta,Fitz and The Tantrums,SuperMagik,182409,182409.0,3.04015
140614,lavinia_spinu,DJ Blyatman,Cyka Blyat,182408,182408.0,3.0401333333333334
140616,vasile_papaluta,NEFFEX,Grateful,182400,182400.0,3.04
140617,marius_sclearuc,Satoshi,VENICE BEACH,165312,182400.0,3.04
140621,marius_purici,NEFFEX,Grateful,182400,182400.0,3.04
140622,alex_clefos,NEFFEX,Grateful,182400,182400.0,3.04
140630,vasile_papaluta,Regard,Ride It - Jonas Blue Remix,182400,182400.0,3.04
140631,vladimir_stojoc,amies,Fireflies,182400,182400.0,3.04
140649,arina_coroliuc,Olmos,SUV,182400,182400.0,3.04
140656,eduard_balamatiuc,Noah Cyrus,All Three,182400,182400.0,3.04
140664,eduard_balamatiuc,Keys N Krates,Dum Dee Dum (Jikay Remix),182386,182387.0,3.0397833333333333
140665,arina_coroliuc,Sara Kays,I’m Okay Though,182386,182386.0,3.0397666666666665
140667,nicolae_gherman,Milky Chance,Feathery - Bonustrack,214503,182374.0,3.0395666666666665
140669,marius_sclearuc,Ornatos Violeta,Chaga,182360,182360.0,3.0393333333333334
140670,vasile_papaluta,Lil Skies,Magic,182337,182338.0,3.0389666666666666
140672,nicolae_gherman,Lil Skies,Magic,182337,182338.0,3.0389666666666666
140673,nicolae_dubenco,Bond,Bond on Bond (adapted from the James Bond Theme) - Adapted Wherry,182333,182333.0,3.038883333333333
140674,vasile_papaluta,Prznt,Narcs,182328,182328.0,3.0388
140679,vasile_papaluta,Iyaz,Replay,182306,182307.0,3.03845
140680,arina_coroliuc,Dj Leska,Enfumé,182306,182307.0,3.03845
140683,elena_timbur,Mac DeMarco,For the First Time,182306,182307.0,3.03845
140684,eduard_balamatiuc,Iyaz,Replay,182306,182307.0,3.03845
140688,arina_coroliuc,Iyaz,Replay,182306,182307.0,3.03845
140692,elena_timbur,Jorja Smith,A Prince,182295,182296.0,3.0382666666666664
140693,vasile_papaluta,Discrete,Never Know,182294,182294.0,3.0382333333333333
140701,andreea_covalevschi,PJ Harvey,Electric Light - Demo,182293,182293.0,3.0382166666666666
140702,elena_timbur,5 Seconds of Summer,If Walls Could Talk,182292,182292.0,3.0382
140703,denis_smocvin,5 Seconds of Summer,If Walls Could Talk,182292,182292.0,3.0382
140704,nicolae_gherman,Dave,Verdansk,182285,182285.0,3.0380833333333332
140716,andreea_covalevschi,Non Phixion,The End Of The World,182284,182284.0,3.0380666666666665
140717,vasile_papaluta,Panic! At The Disco,From a Mountain in the Middle of the Cabins,182266,182267.0,3.0377833333333335
140718,nicolae_gherman,Logic,44 Bars,182266,182267.0,3.0377833333333335
140721,irina_tiora,Axel Mansoor,The Other Side,182253,182253.0,3.03755
140722,vlada_pulbere,Timo Krantz,639,182250,182250.0,3.0375
140724,arina_coroliuc,Lady Gaga,Rain On Me (with Ariana Grande),182200,182200.0,3.0366666666666666
140725,nicolae_gherman,Ansah,I Know - Radio Edit,182199,182200.0,3.0366666666666666
140726,elena_timbur,Lady Gaga,Rain On Me (with Ariana Grande),182186,182200.0,3.0366666666666666
140728,arina_coroliuc,Splean,Линия жизни,182200,182200.0,3.0366666666666666
140729,vasile_papaluta,Lady Gaga,Rain On Me (with Ariana Grande),182200,182200.0,3.0366666666666666
140735,irina_tiora,Sonya Belousova,Two Vows Here Tonight,182197,182197.0,3.0366166666666667
140737,andreea_covalevschi,Sepultura,Tainted Love,182188,182188.0,3.0364666666666666
140751,irina_tiora,Sigrid,Don't Kill My Vibe,184320,182187.0,3.03645
140752,alex_clefos,Nine Lashes,Break the World,182173,182173.0,3.036216666666667
140766,andreea_covalevschi,The White Stripes,Dead Leaves and the Dirty Ground,182168,182168.0,3.0361333333333334
140768,arina_coroliuc,Lewis Capaldi,Someone You Loved,182138,182161.0,3.036016666666667
140770,eduard_balamatiuc,Lewis Capaldi,Someone You Loved,182160,182161.0,3.036016666666667
140777,marius_purici,Lewis Capaldi,Someone You Loved,181950,182161.0,3.036016666666667
140787,irina_tiora,Ludovico Einaudi,Love Is A Mystery,182160,182160.0,3.036
140788,vasile_papaluta,Club Danger,Heart of a Hero,182142,182143.0,3.0357166666666666
140793,irina_tiora,Faun,Tanz mit mir,182133,182133.0,3.03555
140794,marius_purici,Litvinenko,Нам надо дыма,182125,182126.0,3.035433333333333
140801,arina_coroliuc,Mimi Webb,Good Without,182121,182121.0,3.03535
140808,eduard_balamatiuc,Noisestorm,Heist,182117,182118.0,3.0353
140815,arina_coroliuc,Declan J Donovan,Homesick,182106,182107.0,3.0351166666666667
140817,vasile_papaluta,Outskrts,What We Came To Do,182105,182105.0,3.035083333333333
